id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M0003-1,0,7,Notre,Notre,2,n,"alors, euh, la cathédrale Notre-Dame, alors, euh, en fait, elle…"
Rhap_M0003-1,0,8,Dame,Dame,2,n,"alors, euh, la cathédrale Notre-Dame, alors, euh, en fait, elle…"
Rhap_M0003-3,1,7,vous,vous,1,y,"donc, là, ben, vous partez là."
Rhap_M0003-4,2,1,vous,vous,1,y,"vous remontez le grand boulevard là, euh."
Rhap_M0003-5,3,3,vous,vous,1,y,"donc, vous allez jusqu'au bout, jusqu'à un grand carrefour, là où vous allez voir le, le cinéma La Nef Chavant."
Rhap_M0003-5,3,17,vous,vous,1,y,"donc, vous allez jusqu'au bout, jusqu'à un grand carrefour, là où vous allez voir le, le cinéma La Nef Chavant."
Rhap_M0003-6,4,3,vous,vous,1,y,"et quand vous serez, donc, à La Nef Chavant, alors, là, euh, il, vous, vous passez à droite du cinéma."
Rhap_M0003-6,4,21,vous,vous,1,y,"et quand vous serez, donc, à La Nef Chavant, alors, là, euh, il, vous, vous passez à droite du cinéma."
Rhap_M0003-6,4,23,vous,vous,1,y,"et quand vous serez, donc, à La Nef Chavant, alors, là, euh, il, vous, vous passez à droite du cinéma."
Rhap_M0003-9,7,1,vous,vous,1,y,vous suivez la ligne du tram.
Rhap_M0003-10,8,2,vous,vous,1,y,"et vous remontez, euh, jusqu'à la, une grande place."
Rhap_M0003-14,13,4,vous,vous,1,y,"donc, quand vous arrivez sur la place de Verdun, la Préfecture est sur votre droite."
Rhap_M0003-15,14,1,vous,vous,1,y,"vous, vous continuez tout droit."
Rhap_M0003-15,14,3,vous,vous,1,y,"vous, vous continuez tout droit."
Rhap_M0003-16,15,12,vous,vous,1,y,"en fait, euh, ben, là, euh, vous passez, euh…"
Rhap_M0003-18,17,1,vous,vous,1,y,"vous t~, vous suivez la ligne du tram qui passe vers la je crois que c'est une ancienne caserne, je crois."
Rhap_M0003-18,17,4,vous,vous,1,y,"vous t~, vous suivez la ligne du tram qui passe vers la je crois que c'est une ancienne caserne, je crois."
Rhap_M0003-18,17,14,je,moi,5,y,"vous t~, vous suivez la ligne du tram qui passe vers la je crois que c'est une ancienne caserne, je crois."
Rhap_M0003-18,17,23,je,moi,5,y,"vous t~, vous suivez la ligne du tram qui passe vers la je crois que c'est une ancienne caserne, je crois."
Rhap_M0003-20,19,2,vous,vous,1,y,et vous suivez toujours la ligne du tram.
Rhap_M0003-21,20,4,vous,vous,1,y,"et là, vous tombez, donc, euh, à la Maison du tourisme."
Rhap_M0003-23,22,9,vous,vous,1,y,"à la Maison du tourisme, donc, vous allez continuer s~, à droite de la Maison du tourisme, passer de~…"
Rhap_M0003-24,23,6,vous,vous,1,y,"euh, et là, vous passez devant, euh, les halles Sainte-Claire."
Rhap_M0003-27,27,7,vous,vous,1,y,"euh, donc, euh, vous continuez, vous con~…"
Rhap_M0003-27,27,10,vous,vous,1,y,"euh, donc, euh, vous continuez, vous con~…"
Rhap_M0003-28,28,7,vous,vous,1,y,"ben, toujours, toujours, vous suivez la ligne du tram en fait."
Rhap_M0003-29,29,8,vous,vous,5,y,"euh, et puis, ben, vous tombez place, eh ben, place Notre-Dame."
Rhap_M0003-29,29,10,place,place,4,n,"euh, et puis, ben, vous tombez place, eh ben, place Notre-Dame."
Rhap_M0003-29,29,16,Notre,Notre,2,n,"euh, et puis, ben, vous tombez place, eh ben, place Notre-Dame."
Rhap_M0003-29,29,17,Dame,Dame,2,n,"euh, et puis, ben, vous tombez place, eh ben, place Notre-Dame."
Rhap_M0003-30,30,17,Notre,Notre,2,n,"eh ben, la ca~, la, la cathédrale, elle est sur la place Notre-Dame."
Rhap_M0003-30,30,18,Dame,Dame,2,n,"eh ben, la ca~, la, la cathédrale, elle est sur la place Notre-Dame."
Rhap_M0003-31,31,1,vous,vous,1,y,"vous pou~, vous, vous êtes obligé de passer devant en fait."
Rhap_M0003-31,31,4,vous,vous,1,y,"vous pou~, vous, vous êtes obligé de passer devant en fait."
Rhap_M0003-31,31,6,vous,vous,1,y,"vous pou~, vous, vous êtes obligé de passer devant en fait."
Rhap_M0003-32,32,10,vous,vous,1,y,"en, en fait, tout le long, vous suivez la ligne du tram."
Rhap_M0003-34,34,1,vous,vous,5,y,vous pouvez pas vous tromper.
Rhap_M0003-34,34,4,vous,vous,5,y,vous pouvez pas vous tromper.
